 Time,X,V
  0.0100, 10.0000,  0.1000
  0.0200,  9.9900,  0.1997
  0.0300,  9.9700,  0.2992
  0.0400,  9.9401,  0.3981
  0.0500,  9.9003,  0.4965
  0.0600,  9.8506,  0.5943
  0.0700,  9.7912,  0.6913
  0.0800,  9.7221,  0.7875
  0.0900,  9.6433,  0.8827
  0.1000,  9.5551,  0.9770
  0.1100,  9.4574,  1.0701
  0.1200,  9.3504,  1.1620
  0.1300,  9.2342,  1.2526
  0.1400,  9.1089,  1.3418
  0.1500,  8.9747,  1.4295
  0.1600,  8.8318,  1.5157
  0.1700,  8.6802,  1.6002
  0.1800,  8.5202,  1.6830
  0.1900,  8.3519,  1.7640
  0.2000,  8.1755,  1.8431
  0.2100,  7.9912,  1.9203
  0.2200,  7.7992,  1.9954
  0.2300,  7.5996,  2.0684
  0.2400,  7.3928,  2.1392
  0.2500,  7.1789,  2.2078
  0.2600,  6.9581,  2.2740
  0.2700,  6.7307,  2.3379
  0.2800,  6.4969,  2.3994
  0.2900,  6.2570,  2.4584
  0.3000,  6.0111,  2.5148
  0.3100,  5.7596,  2.5686
  0.3200,  5.5028,  2.6198
  0.3300,  5.2408,  2.6683
  0.3400,  4.9740,  2.7140
  0.3500,  4.7026,  2.7570
  0.3600,  4.4269,  2.7971
  0.3700,  4.1472,  2.8344
  0.3800,  3.8637,  2.8688
  0.3900,  3.5768,  2.9002
  0.4000,  3.2868,  2.9287
  0.4100,  2.9939,  2.9543
  0.4200,  2.6985,  2.9768
  0.4300,  2.4008,  2.9964
  0.4400,  2.1012,  3.0129
  0.4500,  1.7999,  3.0264
  0.4600,  1.4973,  3.0368
  0.4700,  1.1936,  3.0442
  0.4800,  0.8892,  3.0485
  0.4900,  0.5843,  3.0498
  0.5000,  0.2793,  3.0480
  0.5100, -0.0255,  3.0432
  0.5200, -0.3298,  3.0353
  0.5300, -0.6333,  3.0244
  0.5400, -0.9358,  3.0105
  0.5500, -1.2368,  2.9937
  0.5600, -1.5362,  2.9738
  0.5700, -1.8336,  2.9510
  0.5800, -2.1287,  2.9253
  0.5900, -2.4212,  2.8967
  0.6000, -2.7109,  2.8652
  0.6100, -2.9974,  2.8310
  0.6200, -3.2805,  2.7939
  0.6300, -3.5599,  2.7541
  0.6400, -3.8353,  2.7116
  0.6500, -4.1065,  2.6665
  0.6600, -4.3731,  2.6188
  0.6700, -4.6350,  2.5685
  0.6800, -4.8918,  2.5157
  0.6900, -5.1434,  2.4605
  0.7000, -5.3895,  2.4029
  0.7100, -5.6298,  2.3430
  0.7200, -5.8641,  2.2809
  0.7300, -6.0922,  2.2165
  0.7400, -6.3138,  2.1501
  0.7500, -6.5288,  2.0816
  0.7600, -6.7370,  2.0111
  0.7700, -6.9381,  1.9387
  0.7800, -7.1320,  1.8644
  0.7900, -7.3184,  1.7885
  0.8000, -7.4972,  1.7108
  0.8100, -7.6683,  1.6316
  0.8200, -7.8315,  1.5508
  0.8300, -7.9866,  1.4686
  0.8400, -8.1334,  1.3851
  0.8500, -8.2719,  1.3003
  0.8600, -8.4020,  1.2143
  0.8700, -8.5234,  1.1272
  0.8800, -8.6361,  1.0392
  0.8900, -8.7400,  0.9502
  0.9000, -8.8351,  0.8605
  0.9100, -8.9211,  0.7700
  0.9200, -8.9981,  0.6788
  0.9300, -9.0660,  0.5871
  0.9400, -9.1247,  0.4950
  0.9500, -9.1742,  0.4025
  0.9600, -9.2145,  0.3098
  0.9700, -9.2454,  0.2169
  0.9800, -9.2671,  0.1239
  0.9900, -9.2795,  0.0309
  1.0000, -9.2826, -0.0620
  1.0100, -9.2764, -0.1547
  1.0200, -9.2609, -0.2470
  1.0300, -9.2362, -0.3390
  1.0400, -9.2023, -0.4305
  1.0500, -9.1593, -0.5215
  1.0600, -9.1071, -0.6118
  1.0700, -9.0459, -0.7013
  1.0800, -8.9758, -0.7900
  1.0900, -8.8968, -0.8778
  1.1000, -8.8090, -0.9646
  1.1100, -8.7126, -1.0503
  1.1200, -8.6075, -1.1348
  1.1300, -8.4941, -1.2180
  1.1400, -8.3723, -1.2999
  1.1500, -8.2423, -1.3804
  1.1600, -8.1042, -1.4593
  1.1700, -7.9583, -1.5367
  1.1800, -7.8046, -1.6125
  1.1900, -7.6434, -1.6865
  1.2000, -7.4747, -1.7587
  1.2100, -7.2989, -1.8291
  1.2200, -7.1160, -1.8975
  1.2300, -6.9262, -1.9639
  1.2400, -6.7298, -2.0282
  1.2500, -6.5270, -2.0905
  1.2600, -6.3180, -2.1505
  1.2700, -6.1029, -2.2083
  1.2800, -5.8821, -2.2638
  1.2900, -5.6557, -2.3170
  1.3000, -5.4240, -2.3677
  1.3100, -5.1872, -2.4161
  1.3200, -4.9456, -2.4619
  1.3300, -4.6994, -2.5052
  1.3400, -4.4489, -2.5459
  1.3500, -4.1943, -2.5841
  1.3600, -3.9359, -2.6195
  1.3700, -3.6740, -2.6524
  1.3800, -3.4087, -2.6825
  1.3900, -3.1405, -2.7098
  1.4000, -2.8695, -2.7345
  1.4100, -2.5960, -2.7563
  1.4200, -2.3204, -2.7754
  1.4300, -2.0429, -2.7917
  1.4400, -1.7637, -2.8051
  1.4500, -1.4832, -2.8157
  1.4600, -1.2016, -2.8235
  1.4700, -0.9193, -2.8285
  1.4800, -0.6364, -2.8306
  1.4900, -0.3534, -2.8299
  1.5000, -0.0704, -2.8264
  1.5100,  0.2123, -2.8200
  1.5200,  0.4943, -2.8108
  1.5300,  0.7754, -2.7989
  1.5400,  1.0552, -2.7841
  1.5500,  1.3336, -2.7666
  1.5600,  1.6103, -2.7463
  1.5700,  1.8849, -2.7234
  1.5800,  2.1573, -2.6977
  1.5900,  2.4270, -2.6694
  1.6000,  2.6940, -2.6384
  1.6100,  2.9578, -2.6049
  1.6200,  3.2183, -2.5688
  1.6300,  3.4752, -2.5302
  1.6400,  3.7282, -2.4891
  1.6500,  3.9771, -2.4456
  1.6600,  4.2217, -2.3997
  1.6700,  4.4617, -2.3515
  1.6800,  4.6968, -2.3010
  1.6900,  4.9269, -2.2483
  1.7000,  5.1518, -2.1934
  1.7100,  5.3711, -2.1364
  1.7200,  5.5848, -2.0774
  1.7300,  5.7925, -2.0163
  1.7400,  5.9941, -1.9534
  1.7500,  6.1895, -1.8885
  1.7600,  6.3783, -1.8219
  1.7700,  6.5605, -1.7536
  1.7800,  6.7359, -1.6836
  1.7900,  6.9042, -1.6120
  1.8000,  7.0654, -1.5390
  1.8100,  7.2193, -1.4645
  1.8200,  7.3658, -1.3886
  1.8300,  7.5046, -1.3115
  1.8400,  7.6358, -1.2331
  1.8500,  7.7591, -1.1537
  1.8600,  7.8745, -1.0732
  1.8700,  7.9818, -0.9918
  1.8800,  8.0810, -0.9095
  1.8900,  8.1719, -0.8264
  1.9000,  8.2546, -0.7426
  1.9100,  8.3288, -0.6582
  1.9200,  8.3946, -0.5733
  1.9300,  8.4520, -0.4879
  1.9400,  8.5008, -0.4022
  1.9500,  8.5410, -0.3162
  1.9600,  8.5726, -0.2300
  1.9700,  8.5956, -0.1437
  1.9800,  8.6100, -0.0574
  1.9900,  8.6157,  0.0289
  2.0000,  8.6128,  0.1150
  2.0100,  8.6013,  0.2008
  2.0200,  8.5812,  0.2863
  2.0300,  8.5526,  0.3714
  2.0400,  8.5155,  0.4560
  2.0500,  8.4699,  0.5400
  2.0600,  8.4159,  0.6234
  2.0700,  8.3535,  0.7060
  2.0800,  8.2829,  0.7878
  2.0900,  8.2041,  0.8686
  2.1000,  8.1173,  0.9485
  2.1100,  8.0224,  1.0273
  2.1200,  7.9197,  1.1049
  2.1300,  7.8092,  1.1814
  2.1400,  7.6911,  1.2565
  2.1500,  7.5654,  1.3303
  2.1600,  7.4324,  1.4026
  2.1700,  7.2921,  1.4734
  2.1800,  7.1448,  1.5427
  2.1900,  6.9905,  1.6103
  2.2000,  6.8295,  1.6761
  2.2100,  6.6619,  1.7402
  2.2200,  6.4879,  1.8025
  2.2300,  6.3076,  1.8629
  2.2400,  6.1213,  1.9213
  2.2500,  5.9292,  1.9777
  2.2600,  5.7314,  2.0321
  2.2700,  5.5282,  2.0843
  2.2800,  5.3198,  2.1344
  2.2900,  5.1063,  2.1822
  2.3000,  4.8881,  2.2278
  2.3100,  4.6653,  2.2711
  2.3200,  4.4382,  2.3121
  2.3300,  4.2070,  2.3507
  2.3400,  3.9719,  2.3869
  2.3500,  3.7332,  2.4207
  2.3600,  3.4912,  2.4519
  2.3700,  3.2460,  2.4807
  2.3800,  2.9979,  2.5070
  2.3900,  2.7472,  2.5307
  2.4000,  2.4941,  2.5518
  2.4100,  2.2390,  2.5704
  2.4200,  1.9819,  2.5864
  2.4300,  1.7233,  2.5997
  2.4400,  1.4633,  2.6105
  2.4500,  1.2023,  2.6186
  2.4600,  0.9404,  2.6240
  2.4700,  0.6780,  2.6269
  2.4800,  0.4153,  2.6271
  2.4900,  0.1526,  2.6247
  2.5000, -0.1099,  2.6196
  2.5100, -0.3718,  2.6120
  2.5200, -0.6330,  2.6018
  2.5300, -0.8932,  2.5889
  2.5400, -1.1521,  2.5735
  2.5500, -1.4094,  2.5556
  2.5600, -1.6650,  2.5351
  2.5700, -1.9185,  2.5121
  2.5800, -2.1697,  2.4866
  2.5900, -2.4184,  2.4587
  2.6000, -2.6643,  2.4284
  2.6100, -2.9071,  2.3957
  2.6200, -3.1467,  2.3606
  2.6300, -3.3827,  2.3232
  2.6400, -3.6150,  2.2836
  2.6500, -3.8434,  2.2417
  2.6600, -4.0676,  2.1977
  2.6700, -4.2873,  2.1515
  2.6800, -4.5025,  2.1033
  2.6900, -4.7128,  2.0530
  2.7000, -4.9181,  2.0007
  2.7100, -5.1182,  1.9466
  2.7200, -5.3129,  1.8905
  2.7300, -5.5019,  1.8327
  2.7400, -5.6852,  1.7730
  2.7500, -5.8625,  1.7118
  2.7600, -6.0337,  1.6489
  2.7700, -6.1985,  1.5844
  2.7800, -6.3570,  1.5185
  2.7900, -6.5088,  1.4511
  2.8000, -6.6539,  1.3824
  2.8100, -6.7922,  1.3124
  2.8200, -6.9234,  1.2412
  2.8300, -7.0475,  1.1688
  2.8400, -7.1644,  1.0954
  2.8500, -7.2740,  1.0211
  2.8600, -7.3761,  0.9458
  2.8700, -7.4706,  0.8696
  2.8800, -7.5576,  0.7928
  2.8900, -7.6369,  0.7152
  2.9000, -7.7084,  0.6370
  2.9100, -7.7721,  0.5584
  2.9200, -7.8279,  0.4793
  2.9300, -7.8759,  0.3998
  2.9400, -7.9158,  0.3200
  2.9500, -7.9478,  0.2401
  2.9600, -7.9718,  0.1600
  2.9700, -7.9878,  0.0799
  2.9800, -7.9958, -0.0002
  2.9900, -7.9958, -0.0802
  3.0000, -7.9878, -0.1599
  3.0100, -7.9718, -0.2394
  3.0200, -7.9479, -0.3185
  3.0300, -7.9160, -0.3972
  3.0400, -7.8763, -0.4754
  3.0500, -7.8287, -0.5530
  3.0600, -7.7735, -0.6299
  3.0700, -7.7105, -0.7060
  3.0800, -7.6399, -0.7814
  3.0900, -7.5617, -0.8558
  3.1000, -7.4761, -0.9293
  3.1100, -7.3832, -1.0017
  3.1200, -7.2830, -1.0730
  3.1300, -7.1757, -1.1432
  3.1400, -7.0614, -1.2121
  3.1500, -6.9402, -1.2797
  3.1600, -6.8122, -1.3459
  3.1700, -6.6777, -1.4106
  3.1800, -6.5366, -1.4739
  3.1900, -6.3892, -1.5356
  3.2000, -6.2357, -1.5956
  3.2100, -6.0761, -1.6540
  3.2200, -5.9107, -1.7106
  3.2300, -5.7396, -1.7654
  3.2400, -5.5631, -1.8184
  3.2500, -5.3812, -1.8695
  3.2600, -5.1943, -1.9187
  3.2700, -5.0024, -1.9658
  3.2800, -4.8058, -2.0109
  3.2900, -4.6048, -2.0539
  3.3000, -4.3994, -2.0949
  3.3100, -4.1899, -2.1336
  3.3200, -3.9765, -2.1702
  3.3300, -3.7595, -2.2045
  3.3400, -3.5390, -2.2366
  3.3500, -3.3154, -2.2664
  3.3600, -3.0887, -2.2939
  3.3700, -2.8594, -2.3190
  3.3800, -2.6275, -2.3418
  3.3900, -2.3933, -2.3623
  3.4000, -2.1570, -2.3803
  3.4100, -1.9190, -2.3959
  3.4200, -1.6794, -2.4091
  3.4300, -1.4385, -2.4199
  3.4400, -1.1965, -2.4282
  3.4500, -0.9537, -2.4341
  3.4600, -0.7103, -2.4376
  3.4700, -0.4665, -2.4386
  3.4800, -0.2227, -2.4371
  3.4900,  0.0210, -2.4333
  3.5000,  0.2644, -2.4270
  3.5100,  0.5071, -2.4183
  3.5200,  0.7489, -2.4071
  3.5300,  0.9896, -2.3936
  3.5400,  1.2290, -2.3778
  3.5500,  1.4667, -2.3595
  3.5600,  1.7027, -2.3390
  3.5700,  1.9366, -2.3161
  3.5800,  2.1682, -2.2909
  3.5900,  2.3973, -2.2635
  3.6000,  2.6236, -2.2339
  3.6100,  2.8470, -2.2021
  3.6200,  3.0672, -2.1681
  3.6300,  3.2840, -2.1320
  3.6400,  3.4972, -2.0938
  3.6500,  3.7066, -2.0536
  3.6600,  3.9120, -2.0114
  3.6700,  4.1131, -1.9673
  3.6800,  4.3099, -1.9212
  3.6900,  4.5020, -1.8733
  3.7000,  4.6893, -1.8236
  3.7100,  4.8717, -1.7722
  3.7200,  5.0489, -1.7190
  3.7300,  5.2208, -1.6642
  3.7400,  5.3872, -1.6079
  3.7500,  5.5480, -1.5500
  3.7600,  5.7030, -1.4906
  3.7700,  5.8521, -1.4299
  3.7800,  5.9950, -1.3678
  3.7900,  6.1318, -1.3044
  3.8000,  6.2623, -1.2398
  3.8100,  6.3862, -1.1741
  3.8200,  6.5036, -1.1073
  3.8300,  6.6144, -1.0395
  3.8400,  6.7183, -0.9707
  3.8500,  6.8154, -0.9011
  3.8600,  6.9055, -0.8307
  3.8700,  6.9886, -0.7596
  3.8800,  7.0646, -0.6878
  3.8900,  7.1333, -0.6155
  3.9000,  7.1949, -0.5426
  3.9100,  7.2491, -0.4693
  3.9200,  7.2961, -0.3956
  3.9300,  7.3356, -0.3217
  3.9400,  7.3678, -0.2475
  3.9500,  7.3925, -0.1732
  3.9600,  7.4099, -0.0988
  3.9700,  7.4197, -0.0245
  3.9800,  7.4222,  0.0498
  3.9900,  7.4172,  0.1239
  4.0000,  7.4048,  0.1977
  4.0100,  7.3851,  0.2713
  4.0200,  7.3579,  0.3444
  4.0300,  7.3235,  0.4172
  4.0400,  7.2818,  0.4894
  4.0500,  7.2328,  0.5610
  4.0600,  7.1767,  0.6319
  4.0700,  7.1136,  0.7021
  4.0800,  7.0433,  0.7714
  4.0900,  6.9662,  0.8400
  4.1000,  6.8822,  0.9075
  4.1100,  6.7915,  0.9741
  4.1200,  6.6940,  1.0395
  4.1300,  6.5901,  1.1039
  4.1400,  6.4797,  1.1670
  4.1500,  6.3630,  1.2289
  4.1600,  6.2401,  1.2895
  4.1700,  6.1112,  1.3486
  4.1800,  5.9763,  1.4064
  4.1900,  5.8357,  1.4626
  4.2000,  5.6894,  1.5173
  4.2100,  5.5377,  1.5704
  4.2200,  5.3806,  1.6219
  4.2300,  5.2184,  1.6716
  4.2400,  5.0513,  1.7196
  4.2500,  4.8793,  1.7659
  4.2600,  4.7027,  1.8102
  4.2700,  4.5217,  1.8527
  4.2800,  4.3364,  1.8933
  4.2900,  4.1471,  1.9319
  4.3000,  3.9539,  1.9686
  4.3100,  3.7570,  2.0032
  4.3200,  3.5567,  2.0358
  4.3300,  3.3531,  2.0662
  4.3400,  3.1465,  2.0946
  4.3500,  2.9371,  2.1208
  4.3600,  2.7250,  2.1449
  4.3700,  2.5105,  2.1668
  4.3800,  2.2938,  2.1865
  4.3900,  2.0752,  2.2040
  4.4000,  1.8548,  2.2192
  4.4100,  1.6328,  2.2322
  4.4200,  1.4096,  2.2429
  4.4300,  1.1853,  2.2514
  4.4400,  0.9602,  2.2577
  4.4500,  0.7344,  2.2616
  4.4600,  0.5083,  2.2633
  4.4700,  0.2819,  2.2627
  4.4800,  0.0557,  2.2599
  4.4900, -0.1703,  2.2548
  4.5000, -0.3958,  2.2475
  4.5100, -0.6206,  2.2379
  4.5200, -0.8444,  2.2261
  4.5300, -1.0670,  2.2121
  4.5400, -1.2882,  2.1959
  4.5500, -1.5078,  2.1775
  4.5600, -1.7255,  2.1570
  4.5700, -1.9412,  2.1343
  4.5800, -2.1546,  2.1096
  4.5900, -2.3656,  2.0828
  4.6000, -2.5739,  2.0539
  4.6100, -2.7793,  2.0230
  4.6200, -2.9816,  1.9902
  4.6300, -3.1806,  1.9554
  4.6400, -3.3761,  1.9187
  4.6500, -3.5680,  1.8801
  4.6600, -3.7560,  1.8398
  4.6700, -3.9400,  1.7976
  4.6800, -4.1197,  1.7537
  4.6900, -4.2951,  1.7081
  4.7000, -4.4659,  1.6609
  4.7100, -4.6320,  1.6121
  4.7200, -4.7932,  1.5617
  4.7300, -4.9494,  1.5099
  4.7400, -5.1004,  1.4566
  4.7500, -5.2460,  1.4020
  4.7600, -5.3862,  1.3460
  4.7700, -5.5209,  1.2888
  4.7800, -5.6497,  1.2304
  4.7900, -5.7728,  1.1708
  4.8000, -5.8898,  1.1101
  4.8100, -6.0009,  1.0485
  4.8200, -6.1057,  0.9858
  4.8300, -6.2043,  0.9223
  4.8400, -6.2965,  0.8580
  4.8500, -6.3823,  0.7929
  4.8600, -6.4616,  0.7270
  4.8700, -6.5343,  0.6606
  4.8800, -6.6004,  0.5936
  4.8900, -6.6597,  0.5261
  4.9000, -6.7123,  0.4582
  4.9100, -6.7582,  0.3899
  4.9200, -6.7972,  0.3214
  4.9300, -6.8293,  0.2526
  4.9400, -6.8546,  0.1837
  4.9500, -6.8729,  0.1147
  4.9600, -6.8844,  0.0457
  4.9700, -6.8890, -0.0233
  4.9800, -6.8866, -0.0921
  4.9900, -6.8774, -0.1608
  5.0000, -6.8613, -0.2291
  5.0100, -6.8384, -0.2972
  5.0200, -6.8087, -0.3648
  5.0300, -6.7722, -0.4320
  5.0400, -6.7290, -0.4986
  5.0500, -6.6792, -0.5647
  5.0600, -6.6227, -0.6300
  5.0700, -6.5597, -0.6947
  5.0800, -6.4902, -0.7586
  5.0900, -6.4144, -0.8216
  5.1000, -6.3322, -0.8837
  5.1100, -6.2439, -0.9448
  5.1200, -6.1494, -1.0048
  5.1300, -6.0489, -1.0638
  5.1400, -5.9425, -1.1217
  5.1500, -5.8303, -1.1783
  5.1600, -5.7125, -1.2336
  5.1700, -5.5892, -1.2877
  5.1800, -5.4604, -1.3404
  5.1900, -5.3264, -1.3916
  5.2000, -5.1872, -1.4414
  5.2100, -5.0431, -1.4897
  5.2200, -4.8941, -1.5364
  5.2300, -4.7405, -1.5815
  5.2400, -4.5823, -1.6249
  5.2500, -4.4198, -1.6667
  5.2600, -4.2531, -1.7067
  5.2700, -4.0825, -1.7450
  5.2800, -3.9080, -1.7814
  5.2900, -3.7298, -1.8161
  5.3000, -3.5482, -1.8488
  5.3100, -3.3633, -1.8797
  5.3200, -3.1754, -1.9086
  5.3300, -2.9845, -1.9356
  5.3400, -2.7910, -1.9606
  5.3500, -2.5949, -1.9836
  5.3600, -2.3965, -2.0046
  5.3700, -2.1961, -2.0236
  5.3800, -1.9937, -2.0405
  5.3900, -1.7897, -2.0553
  5.4000, -1.5841, -2.0680
  5.4100, -1.3773, -2.0787
  5.4200, -1.1695, -2.0873
  5.4300, -0.9607, -2.0938
  5.4400, -0.7514, -2.0981
  5.4500, -0.5416, -2.1004
  5.4600, -0.3315, -2.1006
  5.4700, -0.1215, -2.0986
  5.4800,  0.0884, -2.0946
  5.4900,  0.2979, -2.0885
  5.5000,  0.5067, -2.0803
  5.5100,  0.7148, -2.0700
  5.5200,  0.9218, -2.0577
  5.5300,  1.1275, -2.0433
  5.5400,  1.3319, -2.0270
  5.5500,  1.5346, -2.0086
  5.5600,  1.7354, -1.9882
  5.5700,  1.9342, -1.9659
  5.5800,  2.1308, -1.9416
  5.5900,  2.3250, -1.9155
  5.6000,  2.5165, -1.8874
  5.6100,  2.7053, -1.8575
  5.6200,  2.8910, -1.8258
  5.6300,  3.0736, -1.7924
  5.6400,  3.2528, -1.7571
  5.6500,  3.4286, -1.7202
  5.6600,  3.6006, -1.6816
  5.6700,  3.7687, -1.6414
  5.6800,  3.9329, -1.5996
  5.6900,  4.0928, -1.5563
  5.7000,  4.2485, -1.5115
  5.7100,  4.3996, -1.4652
  5.7200,  4.5462, -1.4176
  5.7300,  4.6879, -1.3686
  5.7400,  4.8248, -1.3183
  5.7500,  4.9566, -1.2667
  5.7600,  5.0833, -1.2140
  5.7700,  5.2047, -1.1601
  5.7800,  5.3207, -1.1052
  5.7900,  5.4312, -1.0492
  5.8000,  5.5361, -0.9923
  5.8100,  5.6353, -0.9344
  5.8200,  5.7288, -0.8757
  5.8300,  5.8164, -0.8163
  5.8400,  5.8980, -0.7561
  5.8500,  5.9736, -0.6952
  5.8600,  6.0431, -0.6337
  5.8700,  6.1065, -0.5717
  5.8800,  6.1636, -0.5092
  5.8900,  6.2146, -0.4463
  5.9000,  6.2592, -0.3830
  5.9100,  6.2975, -0.3195
  5.9200,  6.3294, -0.2557
  5.9300,  6.3550, -0.1918
  5.9400,  6.3742, -0.1277
  5.9500,  6.3870, -0.0637
  5.9600,  6.3933,  0.0003
  5.9700,  6.3933,  0.0643
  5.9800,  6.3869,  0.1281
  5.9900,  6.3741,  0.1916
  6.0000,  6.3549,  0.2549
  6.0100,  6.3294,  0.3178
  6.0200,  6.2976,  0.3803
  6.0300,  6.2596,  0.4423
  6.0400,  6.2154,  0.5038
  6.0500,  6.1650,  0.5647
  6.0600,  6.1085,  0.6249
  6.0700,  6.0460,  0.6844
  6.0800,  5.9776,  0.7432
  6.0900,  5.9033,  0.8011
  6.1000,  5.8232,  0.8581
  6.1100,  5.7374,  0.9142
  6.1200,  5.6459,  0.9693
  6.1300,  5.5490,  1.0234
  6.1400,  5.4467,  1.0763
  6.1500,  5.3390,  1.1281
  6.1600,  5.2262,  1.1786
  6.1700,  5.1084,  1.2279
  6.1800,  4.9856,  1.2760
  6.1900,  4.8580,  1.3226
  6.2000,  4.7257,  1.3679
  6.2100,  4.5889,  1.4117
  6.2200,  4.4478,  1.4541
  6.2300,  4.3023,  1.4949
  6.2400,  4.1529,  1.5342
  6.2500,  3.9994,  1.5719
  6.2600,  3.8422,  1.6080
  6.2700,  3.6814,  1.6424
  6.2800,  3.5172,  1.6751
  6.2900,  3.3497,  1.7061
  6.3000,  3.1791,  1.7353
  6.3100,  3.0056,  1.7628
  6.3200,  2.8293,  1.7884
  6.3300,  2.6504,  1.8122
  6.3400,  2.4692,  1.8342
  6.3500,  2.2858,  1.8543
  6.3600,  2.1004,  1.8725
  6.3700,  1.9131,  1.8889
  6.3800,  1.7242,  1.9033
  6.3900,  1.5339,  1.9158
  6.4000,  1.3423,  1.9263
  6.4100,  1.1497,  1.9349
  6.4200,  0.9562,  1.9416
  6.4300,  0.7620,  1.9463
  6.4400,  0.5674,  1.9490
  6.4500,  0.3725,  1.9498
  6.4600,  0.1775,  1.9487
  6.4700, -0.0173,  1.9456
  6.4800, -0.2119,  1.9405
  6.4900, -0.4060,  1.9336
  6.5000, -0.5993,  1.9247
  6.5100, -0.7918,  1.9139
  6.5200, -0.9832,  1.9012
  6.5300, -1.1733,  1.8866
  6.5400, -1.3619,  1.8701
  6.5500, -1.5490,  1.8518
  6.5600, -1.7341,  1.8317
  6.5700, -1.9173,  1.8098
  6.5800, -2.0983,  1.7861
  6.5900, -2.2769,  1.7607
  6.6000, -2.4530,  1.7335
  6.6100, -2.6263,  1.7046
  6.6200, -2.7968,  1.6741
  6.6300, -2.9642,  1.6420
  6.6400, -3.1284,  1.6082
  6.6500, -3.2892,  1.5729
  6.6600, -3.4465,  1.5361
  6.6700, -3.6001,  1.4978
  6.6800, -3.7499,  1.4580
  6.6900, -3.8957,  1.4169
  6.7000, -4.0374,  1.3744
  6.7100, -4.1748,  1.3306
  6.7200, -4.3079,  1.2855
  6.7300, -4.4364,  1.2392
  6.7400, -4.5603,  1.1917
  6.7500, -4.6795,  1.1432
  6.7600, -4.7938,  1.0935
  6.7700, -4.9032,  1.0428
  6.7800, -5.0075,  0.9912
  6.7900, -5.1066,  0.9386
  6.8000, -5.2004,  0.8852
  6.8100, -5.2890,  0.8310
  6.8200, -5.3721,  0.7760
  6.8300, -5.4497,  0.7204
  6.8400, -5.5217,  0.6641
  6.8500, -5.5881,  0.6072
  6.8600, -5.6488,  0.5498
  6.8700, -5.7038,  0.4919
  6.8800, -5.7530,  0.4337
  6.8900, -5.7964,  0.3751
  6.9000, -5.8339,  0.3162
  6.9100, -5.8655,  0.2570
  6.9200, -5.8912,  0.1977
  6.9300, -5.9110,  0.1383
  6.9400, -5.9248,  0.0789
  6.9500, -5.9327,  0.0194
  6.9600, -5.9347, -0.0399
  6.9700, -5.9307, -0.0992
  6.9800, -5.9207, -0.1583
  6.9900, -5.9049, -0.2171
  7.0000, -5.8832, -0.2756
  7.0100, -5.8556, -0.3337
  7.0200, -5.8223, -0.3914
  7.0300, -5.7831, -0.4487
  7.0400, -5.7383, -0.5054
  7.0500, -5.6877, -0.5615
  7.0600, -5.6316, -0.6170
  7.0700, -5.5699, -0.6718
  7.0800, -5.5027, -0.7258
  7.0900, -5.4301, -0.7790
  7.1000, -5.3522, -0.8313
  7.1100, -5.2691, -0.8828
  7.1200, -5.1808, -0.9333
  7.1300, -5.0875, -0.9827
  7.1400, -4.9892, -1.0312
  7.1500, -4.8861, -1.0785
  7.1600, -4.7782, -1.1246
  7.1700, -4.6658, -1.1696
  7.1800, -4.5488, -1.2133
  7.1900, -4.4275, -1.2558
  7.2000, -4.3019, -1.2969
  7.2100, -4.1722, -1.3367
  7.2200, -4.0385, -1.3751
  7.2300, -3.9010, -1.4120
  7.2400, -3.7598, -1.4475
  7.2500, -3.6151, -1.4815
  7.2600, -3.4669, -1.5139
  7.2700, -3.3155, -1.5448
  7.2800, -3.1610, -1.5741
  7.2900, -3.0036, -1.6018
  7.3000, -2.8435, -1.6278
  7.3100, -2.6807, -1.6522
  7.3200, -2.5155, -1.6749
  7.3300, -2.3480, -1.6958
  7.3400, -2.1784, -1.7151
  7.3500, -2.0069, -1.7326
  7.3600, -1.8336, -1.7483
  7.3700, -1.6588, -1.7623
  7.3800, -1.4826, -1.7745
  7.3900, -1.3051, -1.7849
  7.4000, -1.1266, -1.7934
  7.4100, -0.9473, -1.8002
  7.4200, -0.7673, -1.8052
  7.4300, -0.5867, -1.8084
  7.4400, -0.4059, -1.8097
  7.4500, -0.2249, -1.8092
  7.4600, -0.0440, -1.8070
  7.4700,  0.1367, -1.8029
  7.4800,  0.3170, -1.7970
  7.4900,  0.4967, -1.7893
  7.5000,  0.6756, -1.7799
  7.5100,  0.8536, -1.7687
  7.5200,  1.0305, -1.7557
  7.5300,  1.2060, -1.7411
  7.5400,  1.3802, -1.7246
  7.5500,  1.5526, -1.7065
  7.5600,  1.7233, -1.6867
  7.5700,  1.8919, -1.6653
  7.5800,  2.0585, -1.6422
  7.5900,  2.2227, -1.6175
  7.6000,  2.3844, -1.5912
  7.6100,  2.5436, -1.5634
  7.6200,  2.6999, -1.5341
  7.6300,  2.8533, -1.5032
  7.6400,  3.0036, -1.4709
  7.6500,  3.1507, -1.4372
  7.6600,  3.2945, -1.4021
  7.6700,  3.4347, -1.3657
  7.6800,  3.5712, -1.3279
  7.6900,  3.7040, -1.2889
  7.7000,  3.8329, -1.2486
  7.7100,  3.9578, -1.2072
  7.7200,  4.0785, -1.1646
  7.7300,  4.1950, -1.1209
  7.7400,  4.3070, -1.0761
  7.7500,  4.4147, -1.0304
  7.7600,  4.5177, -0.9836
  7.7700,  4.6161, -0.9360
