 Time,X,V
 78.9500, -0.0027, -0.0084
 78.9600, -0.0018, -0.0084
 78.9700, -0.0010, -0.0084
 78.9800, -0.0002, -0.0084
 78.9900,  0.0007, -0.0084
 79.0000,  0.0015, -0.0084
 79.0100,  0.0024, -0.0083
 79.0200,  0.0032, -0.0083
 79.0300,  0.0040, -0.0082
 79.0400,  0.0049, -0.0082
 79.0500,  0.0057, -0.0081
 79.0600,  0.0065, -0.0080
 79.0700,  0.0073, -0.0080
 79.0800,  0.0081, -0.0079
 79.0900,  0.0089, -0.0078
 79.1000,  0.0096, -0.0077
 79.1100,  0.0104, -0.0075
 79.1200,  0.0112, -0.0074
 79.1300,  0.0119, -0.0073
 79.1400,  0.0126, -0.0071
 79.1500,  0.0134, -0.0070
 79.1600,  0.0141, -0.0068
 79.1700,  0.0147, -0.0067
 79.1800,  0.0154, -0.0065
 79.1900,  0.0161, -0.0064
 79.2000,  0.0167, -0.0062
 79.2100,  0.0173, -0.0060
 79.2200,  0.0179, -0.0058
 79.2300,  0.0185, -0.0056
 79.2400,  0.0191, -0.0054
 79.2500,  0.0196, -0.0052
 79.2600,  0.0201, -0.0050
 79.2700,  0.0206, -0.0048
 79.2800,  0.0211, -0.0046
 79.2900,  0.0216, -0.0044
 79.3000,  0.0220, -0.0041
 79.3100,  0.0224, -0.0039
 79.3200,  0.0228, -0.0037
 79.3300,  0.0232, -0.0034
 79.3400,  0.0235, -0.0032
 79.3500,  0.0238, -0.0029
 79.3600,  0.0241, -0.0027
 79.3700,  0.0244, -0.0024
 79.3800,  0.0246, -0.0022
 79.3900,  0.0248, -0.0019
 79.4000,  0.0250, -0.0017
 79.4100,  0.0252, -0.0014
 79.4200,  0.0254, -0.0012
 79.4300,  0.0255, -0.0009
 79.4400,  0.0256, -0.0007
 79.4500,  0.0256, -0.0004
 79.4600,  0.0257, -0.0002
 79.4700,  0.0257,  0.0001
 79.4800,  0.0257,  0.0004
 79.4900,  0.0256,  0.0006
 79.5000,  0.0256,  0.0009
 79.5100,  0.0255,  0.0011
 79.5200,  0.0254,  0.0014
 79.5300,  0.0252,  0.0016
 79.5400,  0.0251,  0.0019
 79.5500,  0.0249,  0.0021
 79.5600,  0.0247,  0.0024
 79.5700,  0.0244,  0.0026
 79.5800,  0.0242,  0.0028
 79.5900,  0.0239,  0.0031
 79.6000,  0.0236,  0.0033
 79.6100,  0.0233,  0.0035
 79.6200,  0.0229,  0.0038
 79.6300,  0.0225,  0.0040
 79.6400,  0.0221,  0.0042
 79.6500,  0.0217,  0.0044
 79.6600,  0.0213,  0.0046
 79.6700,  0.0208,  0.0048
 79.6800,  0.0203,  0.0050
 79.6900,  0.0198,  0.0052
 79.7000,  0.0193,  0.0054
 79.7100,  0.0188,  0.0056
 79.7200,  0.0182,  0.0057
 79.7300,  0.0176,  0.0059
 79.7400,  0.0170,  0.0061
 79.7500,  0.0164,  0.0062
 79.7600,  0.0158,  0.0064
 79.7700,  0.0152,  0.0065
 79.7800,  0.0145,  0.0067
 79.7900,  0.0139,  0.0068
 79.8000,  0.0132,  0.0069
 79.8100,  0.0125,  0.0070
 79.8200,  0.0118,  0.0071
 79.8300,  0.0111,  0.0072
 79.8400,  0.0104,  0.0073
 79.8500,  0.0096,  0.0074
 79.8600,  0.0089,  0.0075
 79.8700,  0.0081,  0.0076
 79.8800,  0.0074,  0.0076
 79.8900,  0.0066,  0.0077
 79.9000,  0.0059,  0.0077
 79.9100,  0.0051,  0.0078
 79.9200,  0.0043,  0.0078
 79.9300,  0.0035,  0.0078
 79.9400,  0.0027,  0.0078
 79.9500,  0.0020,  0.0078
 79.9600,  0.0012,  0.0078
 79.9700,  0.0004,  0.0078
 79.9800, -0.0004,  0.0078
 79.9900, -0.0012,  0.0078
 80.0000, -0.0019,  0.0078
 80.0100, -0.0027,  0.0077
 80.0200, -0.0035,  0.0077
 80.0300, -0.0043,  0.0076
 80.0400, -0.0050,  0.0076
 80.0500, -0.0058,  0.0075
 80.0600, -0.0065,  0.0074
 80.0700, -0.0073,  0.0073
 80.0800, -0.0080,  0.0072
 80.0900, -0.0087,  0.0071
 80.1000, -0.0094,  0.0070
 80.1100, -0.0101,  0.0069
 80.1200, -0.0108,  0.0068
 80.1300, -0.0115,  0.0067
 80.1400, -0.0122,  0.0065
 80.1500, -0.0128,  0.0064
 80.1600, -0.0135,  0.0063
 80.1700, -0.0141,  0.0061
 80.1800, -0.0147,  0.0060
 80.1900, -0.0153,  0.0058
 80.2000, -0.0159,  0.0056
 80.2100, -0.0164,  0.0055
 80.2200, -0.0170,  0.0053
 80.2300, -0.0175,  0.0051
 80.2400, -0.0180,  0.0049
 80.2500, -0.0185,  0.0047
 80.2600, -0.0190,  0.0045
 80.2700, -0.0194,  0.0043
 80.2800, -0.0199,  0.0041
 80.2900, -0.0203,  0.0039
 80.3000, -0.0207,  0.0037
 80.3100, -0.0210,  0.0035
 80.3200, -0.0214,  0.0033
 80.3300, -0.0217,  0.0030
 80.3400, -0.0220,  0.0028
 80.3500, -0.0223,  0.0026
 80.3600, -0.0226,  0.0023
 80.3700, -0.0228,  0.0021
 80.3800, -0.0230,  0.0019
 80.3900, -0.0232,  0.0016
 80.4000, -0.0234,  0.0014
 80.4100, -0.0235,  0.0012
 80.4200, -0.0236,  0.0009
 80.4300, -0.0237,  0.0007
 80.4400, -0.0238,  0.0005
 80.4500, -0.0238,  0.0002
 80.4600, -0.0238, -0.0000
 80.4700, -0.0238, -0.0003
 80.4800, -0.0238, -0.0005
 80.4900, -0.0238, -0.0007
 80.5000, -0.0237, -0.0010
 80.5100, -0.0236, -0.0012
 80.5200, -0.0235, -0.0014
 80.5300, -0.0233, -0.0017
 80.5400, -0.0232, -0.0019
 80.5500, -0.0230, -0.0021
 80.5600, -0.0228, -0.0023
 80.5700, -0.0225, -0.0026
 80.5800, -0.0223, -0.0028
 80.5900, -0.0220, -0.0030
 80.6000, -0.0217, -0.0032
 80.6100, -0.0214, -0.0034
 80.6200, -0.0210, -0.0036
 80.6300, -0.0207, -0.0038
 80.6400, -0.0203, -0.0040
 80.6500, -0.0199, -0.0042
 80.6600, -0.0195, -0.0044
 80.6700, -0.0190, -0.0046
 80.6800, -0.0186, -0.0048
 80.6900, -0.0181, -0.0049
 80.7000, -0.0176, -0.0051
 80.7100, -0.0171, -0.0053
 80.7200, -0.0165, -0.0054
 80.7300, -0.0160, -0.0056
 80.7400, -0.0154, -0.0057
 80.7500, -0.0149, -0.0059
 80.7600, -0.0143, -0.0060
 80.7700, -0.0137, -0.0061
 80.7800, -0.0131, -0.0063
 80.7900, -0.0124, -0.0064
 80.8000, -0.0118, -0.0065
 80.8100, -0.0112, -0.0066
 80.8200, -0.0105, -0.0067
 80.8300, -0.0098, -0.0068
 80.8400, -0.0092, -0.0068
 80.8500, -0.0085, -0.0069
 80.8600, -0.0078, -0.0070
 80.8700, -0.0071, -0.0070
 80.8800, -0.0064, -0.0071
 80.8900, -0.0057, -0.0071
 80.9000, -0.0050, -0.0072
 80.9100, -0.0042, -0.0072
 80.9200, -0.0035, -0.0072
 80.9300, -0.0028, -0.0073
 80.9400, -0.0021, -0.0073
 80.9500, -0.0013, -0.0073
 80.9600, -0.0006, -0.0073
 80.9700,  0.0001, -0.0073
 80.9800,  0.0008, -0.0072
 80.9900,  0.0016, -0.0072
 81.0000,  0.0023, -0.0072
 81.0100,  0.0030, -0.0071
 81.0200,  0.0037, -0.0071
 81.0300,  0.0044, -0.0070
 81.0400,  0.0051, -0.0070
 81.0500,  0.0058, -0.0069
 81.0600,  0.0065, -0.0068
 81.0700,  0.0072, -0.0067
 81.0800,  0.0079, -0.0067
 81.0900,  0.0085, -0.0066
 81.1000,  0.0092, -0.0065
 81.1100,  0.0098, -0.0063
 81.1200,  0.0105, -0.0062
 81.1300,  0.0111, -0.0061
 81.1400,  0.0117, -0.0060
 81.1500,  0.0123, -0.0059
 81.1600,  0.0129, -0.0057
 81.1700,  0.0135, -0.0056
 81.1800,  0.0140, -0.0054
 81.1900,  0.0146, -0.0053
 81.2000,  0.0151, -0.0051
 81.2100,  0.0156, -0.0050
 81.2200,  0.0161, -0.0048
 81.2300,  0.0166, -0.0046
 81.2400,  0.0170, -0.0044
 81.2500,  0.0175, -0.0043
 81.2600,  0.0179, -0.0041
 81.2700,  0.0183, -0.0039
 81.2800,  0.0187, -0.0037
 81.2900,  0.0191, -0.0035
 81.3000,  0.0194, -0.0033
 81.3100,  0.0197, -0.0031
 81.3200,  0.0201, -0.0029
 81.3300,  0.0203, -0.0027
 81.3400,  0.0206, -0.0025
 81.3500,  0.0209, -0.0022
 81.3600,  0.0211, -0.0020
 81.3700,  0.0213, -0.0018
 81.3800,  0.0215, -0.0016
 81.3900,  0.0216, -0.0014
 81.4000,  0.0218, -0.0012
 81.4100,  0.0219, -0.0009
 81.4200,  0.0220, -0.0007
 81.4300,  0.0220, -0.0005
 81.4400,  0.0221, -0.0003
 81.4500,  0.0221, -0.0001
 81.4600,  0.0221,  0.0002
 81.4700,  0.0221,  0.0004
 81.4800,  0.0221,  0.0006
 81.4900,  0.0220,  0.0008
 81.5000,  0.0219,  0.0010
 81.5100,  0.0218,  0.0013
 81.5200,  0.0217,  0.0015
 81.5300,  0.0216,  0.0017
 81.5400,  0.0214,  0.0019
 81.5500,  0.0212,  0.0021
 81.5600,  0.0210,  0.0023
 81.5700,  0.0208,  0.0025
 81.5800,  0.0205,  0.0027
 81.5900,  0.0202,  0.0029
 81.6000,  0.0199,  0.0031
 81.6100,  0.0196,  0.0033
 81.6200,  0.0193,  0.0035
 81.6300,  0.0189,  0.0037
 81.6400,  0.0186,  0.0039
 81.6500,  0.0182,  0.0040
 81.6600,  0.0178,  0.0042
 81.6700,  0.0174,  0.0044
 81.6800,  0.0169,  0.0045
 81.6900,  0.0165,  0.0047
 81.7000,  0.0160,  0.0048
 81.7100,  0.0155,  0.0050
 81.7200,  0.0150,  0.0051
 81.7300,  0.0145,  0.0053
 81.7400,  0.0140,  0.0054
 81.7500,  0.0134,  0.0055
 81.7600,  0.0129,  0.0057
 81.7700,  0.0123,  0.0058
 81.7800,  0.0117,  0.0059
 81.7900,  0.0112,  0.0060
 81.8000,  0.0106,  0.0061
 81.8100,  0.0100,  0.0062
 81.8200,  0.0093,  0.0063
 81.8300,  0.0087,  0.0063
 81.8400,  0.0081,  0.0064
 81.8500,  0.0074,  0.0065
 81.8600,  0.0068,  0.0065
 81.8700,  0.0061,  0.0066
 81.8800,  0.0055,  0.0066
 81.8900,  0.0048,  0.0067
 81.9000,  0.0042,  0.0067
 81.9100,  0.0035,  0.0067
 81.9200,  0.0028,  0.0067
 81.9300,  0.0021,  0.0067
 81.9400,  0.0015,  0.0067
 81.9500,  0.0008,  0.0067
 81.9600,  0.0001,  0.0067
 81.9700, -0.0006,  0.0067
 81.9800, -0.0012,  0.0067
 81.9900, -0.0019,  0.0067
 82.0000, -0.0026,  0.0066
 82.0100, -0.0032,  0.0066
 82.0200, -0.0039,  0.0065
 82.0300, -0.0045,  0.0065
 82.0400, -0.0052,  0.0064
 82.0500, -0.0058,  0.0064
 82.0600, -0.0065,  0.0063
 82.0700, -0.0071,  0.0062
 82.0800, -0.0077,  0.0061
 82.0900, -0.0083,  0.0060
 82.1000, -0.0089,  0.0059
 82.1100, -0.0095,  0.0058
 82.1200, -0.0101,  0.0057
 82.1300, -0.0107,  0.0056
 82.1400, -0.0112,  0.0055
 82.1500, -0.0118,  0.0054
 82.1600, -0.0123,  0.0052
 82.1700, -0.0128,  0.0051
 82.1800, -0.0134,  0.0049
 82.1900, -0.0138,  0.0048
 82.2000, -0.0143,  0.0046
 82.2100, -0.0148,  0.0045
 82.2200, -0.0152,  0.0043
 82.2300, -0.0157,  0.0042
 82.2400, -0.0161,  0.0040
 82.2500, -0.0165,  0.0038
 82.2600, -0.0169,  0.0037
 82.2700, -0.0172,  0.0035
 82.2800, -0.0176,  0.0033
 82.2900, -0.0179,  0.0031
 82.3000, -0.0182,  0.0029
 82.3100, -0.0185,  0.0027
 82.3200, -0.0188,  0.0025
 82.3300, -0.0190,  0.0024
 82.3400, -0.0193,  0.0022
 82.3500, -0.0195,  0.0020
 82.3600, -0.0197,  0.0018
 82.3700, -0.0199,  0.0016
 82.3800, -0.0200,  0.0014
 82.3900, -0.0202,  0.0011
 82.4000, -0.0203,  0.0009
 82.4100, -0.0204,  0.0007
 82.4200, -0.0204,  0.0005
 82.4300, -0.0205,  0.0003
 82.4400, -0.0205,  0.0001
 82.4500, -0.0205, -0.0001
 82.4600, -0.0205, -0.0003
 82.4700, -0.0205, -0.0005
 82.4800, -0.0205, -0.0007
 82.4900, -0.0204, -0.0009
 82.5000, -0.0203, -0.0011
 82.5100, -0.0202, -0.0013
 82.5200, -0.0201, -0.0015
 82.5300, -0.0199, -0.0017
 82.5400, -0.0197, -0.0019
 82.5500, -0.0195, -0.0021
 82.5600, -0.0193, -0.0023
 82.5700, -0.0191, -0.0025
 82.5800, -0.0189, -0.0026
 82.5900, -0.0186, -0.0028
 82.6000, -0.0183, -0.0030
 82.6100, -0.0180, -0.0032
 82.6200, -0.0177, -0.0034
 82.6300, -0.0174, -0.0035
 82.6400, -0.0170, -0.0037
 82.6500, -0.0166, -0.0039
 82.6600, -0.0163, -0.0040
 82.6700, -0.0159, -0.0042
 82.6800, -0.0154, -0.0043
 82.6900, -0.0150, -0.0045
 82.7000, -0.0146, -0.0046
 82.7100, -0.0141, -0.0047
 82.7200, -0.0136, -0.0049
 82.7300, -0.0131, -0.0050
 82.7400, -0.0126, -0.0051
 82.7500, -0.0121, -0.0052
 82.7600, -0.0116, -0.0053
 82.7700, -0.0111, -0.0054
 82.7800, -0.0105, -0.0055
 82.7900, -0.0100, -0.0056
 82.8000, -0.0094, -0.0057
 82.8100, -0.0089, -0.0058
 82.8200, -0.0083, -0.0059
 82.8300, -0.0077, -0.0059
 82.8400, -0.0071, -0.0060
 82.8500, -0.0065, -0.0060
 82.8600, -0.0059, -0.0061
 82.8700, -0.0053, -0.0061
 82.8800, -0.0047, -0.0062
 82.8900, -0.0041, -0.0062
 82.9000, -0.0034, -0.0062
 82.9100, -0.0028, -0.0062
 82.9200, -0.0022, -0.0063
 82.9300, -0.0016, -0.0063
 82.9400, -0.0009, -0.0063
 82.9500, -0.0003, -0.0063
 82.9600,  0.0003, -0.0062
 82.9700,  0.0009, -0.0062
 82.9800,  0.0016, -0.0062
 82.9900,  0.0022, -0.0062
 83.0000,  0.0028, -0.0061
 83.0100,  0.0034, -0.0061
 83.0200,  0.0040, -0.0060
 83.0300,  0.0046, -0.0060
 83.0400,  0.0052, -0.0059
 83.0500,  0.0058, -0.0059
 83.0600,  0.0064, -0.0058
 83.0700,  0.0070, -0.0057
 83.0800,  0.0075, -0.0056
 83.0900,  0.0081, -0.0055
 83.1000,  0.0087, -0.0054
 83.1100,  0.0092, -0.0053
 83.1200,  0.0097, -0.0052
 83.1300,  0.0103, -0.0051
 83.1400,  0.0108, -0.0050
 83.1500,  0.0113, -0.0049
 83.1600,  0.0118, -0.0048
 83.1700,  0.0122, -0.0046
 83.1800,  0.0127, -0.0045
 83.1900,  0.0131, -0.0044
 83.2000,  0.0136, -0.0042
 83.2100,  0.0140, -0.0041
 83.2200,  0.0144, -0.0039
 83.2300,  0.0148, -0.0038
 83.2400,  0.0152, -0.0036
 83.2500,  0.0155, -0.0034
 83.2600,  0.0159, -0.0033
 83.2700,  0.0162, -0.0031
 83.2800,  0.0165, -0.0029
 83.2900,  0.0168, -0.0028
 83.3000,  0.0171, -0.0026
 83.3100,  0.0174, -0.0024
 83.3200,  0.0176, -0.0022
 83.3300,  0.0178, -0.0021
 83.3400,  0.0180, -0.0019
 83.3500,  0.0182, -0.0017
 83.3600,  0.0184, -0.0015
 83.3700,  0.0185, -0.0013
 83.3800,  0.0187, -0.0011
 83.3900,  0.0188, -0.0009
 83.4000,  0.0189, -0.0007
 83.4100,  0.0190, -0.0006
 83.4200,  0.0190, -0.0004
 83.4300,  0.0190, -0.0002
 83.4400,  0.0191,  0.0000
 83.4500,  0.0191,  0.0002
 83.4600,  0.0190,  0.0004
 83.4700,  0.0190,  0.0006
 83.4800,  0.0189,  0.0008
 83.4900,  0.0189,  0.0010
 83.5000,  0.0188,  0.0011
 83.5100,  0.0187,  0.0013
 83.5200,  0.0185,  0.0015
 83.5300,  0.0184,  0.0017
 83.5400,  0.0182,  0.0019
 83.5500,  0.0180,  0.0021
 83.5600,  0.0178,  0.0022
 83.5700,  0.0176,  0.0024
 83.5800,  0.0173,  0.0026
 83.5900,  0.0171,  0.0027
 83.6000,  0.0168,  0.0029
 83.6100,  0.0165,  0.0031
 83.6200,  0.0162,  0.0032
 83.6300,  0.0159,  0.0034
 83.6400,  0.0156,  0.0035
 83.6500,  0.0152,  0.0037
 83.6600,  0.0148,  0.0038
 83.6700,  0.0145,  0.0040
 83.6800,  0.0141,  0.0041
 83.6900,  0.0137,  0.0042
 83.7000,  0.0132,  0.0043
 83.7100,  0.0128,  0.0045
 83.7200,  0.0124,  0.0046
 83.7300,  0.0119,  0.0047
 83.7400,  0.0114,  0.0048
 83.7500,  0.0109,  0.0049
 83.7600,  0.0105,  0.0050
 83.7700,  0.0100,  0.0051
 83.7800,  0.0094,  0.0052
 83.7900,  0.0089,  0.0053
 83.8000,  0.0084,  0.0053
 83.8100,  0.0079,  0.0054
 83.8200,  0.0073,  0.0055
 83.8300,  0.0068,  0.0055
 83.8400,  0.0062,  0.0056
 83.8500,  0.0057,  0.0056
 83.8600,  0.0051,  0.0057
 83.8700,  0.0045,  0.0057
 83.8800,  0.0040,  0.0057
 83.8900,  0.0034,  0.0058
 83.9000,  0.0028,  0.0058
 83.9100,  0.0022,  0.0058
 83.9200,  0.0017,  0.0058
 83.9300,  0.0011,  0.0058
 83.9400,  0.0005,  0.0058
 83.9500, -0.0001,  0.0058
 83.9600, -0.0007,  0.0058
 83.9700, -0.0013,  0.0058
 83.9800, -0.0018,  0.0057
 83.9900, -0.0024,  0.0057
 84.0000, -0.0030,  0.0057
 84.0100, -0.0035,  0.0056
 84.0200, -0.0041,  0.0056
 84.0300, -0.0047,  0.0055
 84.0400, -0.0052,  0.0055
 84.0500, -0.0058,  0.0054
 84.0600, -0.0063,  0.0053
 84.0700, -0.0068,  0.0052
 84.0800, -0.0074,  0.0052
 84.0900, -0.0079,  0.0051
 84.1000, -0.0084,  0.0050
 84.1100, -0.0089,  0.0049
 84.1200, -0.0094,  0.0048
 84.1300, -0.0098,  0.0047
 84.1400, -0.0103,  0.0046
 84.1500, -0.0108,  0.0045
 84.1600, -0.0112,  0.0043
 84.1700, -0.0116,  0.0042
 84.1800, -0.0121,  0.0041
 84.1900, -0.0125,  0.0040
 84.2000, -0.0129,  0.0038
 84.2100, -0.0133,  0.0037
 84.2200, -0.0136,  0.0035
 84.2300, -0.0140,  0.0034
 84.2400, -0.0143,  0.0032
 84.2500, -0.0146,  0.0031
 84.2600, -0.0150,  0.0029
 84.2700, -0.0152,  0.0028
 84.2800, -0.0155,  0.0026
 84.2900, -0.0158,  0.0025
 84.3000, -0.0160,  0.0023
 84.3100, -0.0163,  0.0021
 84.3200, -0.0165,  0.0020
 84.3300, -0.0167,  0.0018
 84.3400, -0.0169,  0.0016
 84.3500, -0.0170,  0.0015
 84.3600, -0.0172,  0.0013
 84.3700, -0.0173,  0.0011
 84.3800, -0.0174,  0.0009
 84.3900, -0.0175,  0.0008
 84.4000, -0.0176,  0.0006
 84.4100, -0.0176,  0.0004
 84.4200, -0.0177,  0.0002
 84.4300, -0.0177,  0.0000
 84.4400, -0.0177, -0.0001
 84.4500, -0.0177, -0.0003
 84.4600, -0.0177, -0.0005
 84.4700, -0.0176, -0.0007
 84.4800, -0.0175, -0.0008
 84.4900, -0.0175, -0.0010
 84.5000, -0.0174, -0.0012
 84.5100, -0.0172, -0.0013
 84.5200, -0.0171, -0.0015
 84.5300, -0.0169, -0.0017
 84.5400, -0.0168, -0.0019
 84.5500, -0.0166, -0.0020
 84.5600, -0.0164, -0.0022
 84.5700, -0.0162, -0.0023
 84.5800, -0.0159, -0.0025
 84.5900, -0.0157, -0.0026
 84.6000, -0.0154, -0.0028
 84.6100, -0.0151, -0.0029
 84.6200, -0.0149, -0.0031
 84.6300, -0.0145, -0.0032
 84.6400, -0.0142, -0.0034
 84.6500, -0.0139, -0.0035
 84.6600, -0.0135, -0.0036
 84.6700, -0.0132, -0.0038
 84.6800, -0.0128, -0.0039
 84.6900, -0.0124, -0.0040
 84.7000, -0.0120, -0.0041
 84.7100, -0.0116, -0.0042
 84.7200, -0.0112, -0.0043
 84.7300, -0.0107, -0.0044
 84.7400, -0.0103, -0.0045
 84.7500, -0.0099, -0.0046
 84.7600, -0.0094, -0.0047
 84.7700, -0.0089, -0.0048
 84.7800, -0.0084, -0.0049
 84.7900, -0.0080, -0.0049
 84.8000, -0.0075, -0.0050
 84.8100, -0.0070, -0.0051
 84.8200, -0.0065, -0.0051
 84.8300, -0.0059, -0.0052
 84.8400, -0.0054, -0.0052
 84.8500, -0.0049, -0.0053
 84.8600, -0.0044, -0.0053
 84.8700, -0.0039, -0.0053
 84.8800, -0.0033, -0.0053
 84.8900, -0.0028, -0.0054
 84.9000, -0.0022, -0.0054
 84.9100, -0.0017, -0.0054
 84.9200, -0.0012, -0.0054
 84.9300, -0.0006, -0.0054
 84.9400, -0.0001, -0.0054
 84.9500,  0.0004, -0.0054
 84.9600,  0.0010, -0.0054
 84.9700,  0.0015, -0.0053
 84.9800,  0.0021, -0.0053
 84.9900,  0.0026, -0.0053
 85.0000,  0.0031, -0.0052
 85.0100,  0.0036, -0.0052
 85.0200,  0.0042, -0.0051
 85.0300,  0.0047, -0.0051
 85.0400,  0.0052, -0.0050
 85.0500,  0.0057, -0.0050
 85.0600,  0.0062, -0.0049
 85.0700,  0.0067, -0.0048
 85.0800,  0.0071, -0.0047
 85.0900,  0.0076, -0.0047
 85.1000,  0.0081, -0.0046
 85.1100,  0.0085, -0.0045
 85.1200,  0.0090, -0.0044
 85.1300,  0.0094, -0.0043
 85.1400,  0.0099, -0.0042
 85.1500,  0.0103, -0.0041
 85.1600,  0.0107, -0.0040
 85.1700,  0.0111, -0.0038
 85.1800,  0.0115, -0.0037
 85.1900,  0.0118, -0.0036
 85.2000,  0.0122, -0.0035
 85.2100,  0.0125, -0.0033
 85.2200,  0.0129, -0.0032
 85.2300,  0.0132, -0.0031
 85.2400,  0.0135, -0.0029
 85.2500,  0.0138, -0.0028
 85.2600,  0.0141, -0.0026
 85.2700,  0.0143, -0.0025
 85.2800,  0.0146, -0.0023
 85.2900,  0.0148, -0.0022
 85.3000,  0.0150, -0.0020
 85.3100,  0.0152, -0.0019
 85.3200,  0.0154, -0.0017
 85.3300,  0.0156, -0.0016
 85.3400,  0.0157, -0.0014
 85.3500,  0.0159, -0.0012
 85.3600,  0.0160, -0.0011
 85.3700,  0.0161, -0.0009
 85.3800,  0.0162, -0.0008
 85.3900,  0.0163, -0.0006
 85.4000,  0.0163, -0.0004
 85.4100,  0.0164, -0.0003
 85.4200,  0.0164, -0.0001
 85.4300,  0.0164,  0.0001
 85.4400,  0.0164,  0.0002
 85.4500,  0.0164,  0.0004
 85.4600,  0.0164,  0.0006
 85.4700,  0.0163,  0.0007
 85.4800,  0.0162,  0.0009
 85.4900,  0.0161,  0.0010
 85.5000,  0.0160,  0.0012
 85.5100,  0.0159,  0.0014
 85.5200,  0.0158,  0.0015
 85.5300,  0.0156,  0.0017
 85.5400,  0.0155,  0.0018
 85.5500,  0.0153,  0.0020
 85.5600,  0.0151,  0.0021
 85.5700,  0.0149,  0.0023
 85.5800,  0.0146,  0.0024
 85.5900,  0.0144,  0.0025
 85.6000,  0.0141,  0.0027
 85.6100,  0.0139,  0.0028
 85.6200,  0.0136,  0.0030
 85.6300,  0.0133,  0.0031
 85.6400,  0.0130,  0.0032
 85.6500,  0.0127,  0.0033
 85.6600,  0.0123,  0.0034
 85.6700,  0.0120,  0.0036
 85.6800,  0.0116,  0.0037
 85.6900,  0.0113,  0.0038
 85.7000,  0.0109,  0.0039
 85.7100,  0.0105,  0.0040
 85.7200,  0.0101,  0.0041
 85.7300,  0.0097,  0.0042
 85.7400,  0.0093,  0.0043
 85.7500,  0.0089,  0.0043
 85.7600,  0.0084,  0.0044
 85.7700,  0.0080,  0.0045
 85.7800,  0.0075,  0.0046
 85.7900,  0.0071,  0.0046
 85.8000,  0.0066,  0.0047
 85.8100,  0.0062,  0.0047
 85.8200,  0.0057,  0.0048
 85.8300,  0.0052,  0.0048
 85.8400,  0.0047,  0.0049
 85.8500,  0.0042,  0.0049
 85.8600,  0.0037,  0.0049
 85.8700,  0.0032,  0.0050
 85.8800,  0.0028,  0.0050
 85.8900,  0.0023,  0.0050
 85.9000,  0.0018,  0.0050
 85.9100,  0.0013,  0.0050
 85.9200,  0.0008,  0.0050
 85.9300,  0.0003,  0.0050
 85.9400, -0.0002,  0.0050
 85.9500, -0.0007,  0.0050
 85.9600, -0.0012,  0.0050
 85.9700, -0.0017,  0.0049
 85.9800, -0.0022,  0.0049
 85.9900, -0.0027,  0.0049
 86.0000, -0.0032,  0.0048
 86.0100, -0.0037,  0.0048
 86.0200, -0.0042,  0.0047
 86.0300, -0.0046,  0.0047
 86.0400, -0.0051,  0.0046
 86.0500, -0.0056,  0.0046
 86.0600, -0.0060,  0.0045
 86.0700, -0.0065,  0.0044
 86.0800, -0.0069,  0.0043
 86.0900, -0.0074,  0.0043
 86.1000, -0.0078,  0.0042
 86.1100, -0.0082,  0.0041
 86.1200, -0.0086,  0.0040
 86.1300, -0.0090,  0.0039
 86.1400, -0.0094,  0.0038
 86.1500, -0.0098,  0.0037
 86.1600, -0.0102,  0.0036
 86.1700, -0.0105,  0.0035
 86.1800, -0.0109,  0.0034
 86.1900, -0.0112,  0.0033
 86.2000, -0.0115,  0.0031
 86.2100, -0.0118,  0.0030
 86.2200, -0.0121,  0.0029
 86.2300, -0.0124,  0.0028
 86.2400, -0.0127,  0.0026
 86.2500, -0.0130,  0.0025
 86.2600, -0.0132,  0.0024
 86.2700, -0.0135,  0.0022
 86.2800, -0.0137,  0.0021
 86.2900, -0.0139,  0.0019
 86.3000, -0.0141,  0.0018
 86.3100, -0.0143,  0.0016
 86.3200, -0.0144,  0.0015
 86.3300, -0.0146,  0.0014
 86.3400, -0.0147,  0.0012
 86.3500, -0.0148,  0.0011
 86.3600, -0.0149,  0.0009
 86.3700, -0.0150,  0.0008
 86.3800, -0.0151,  0.0006
 86.3900, -0.0152,  0.0004
 86.4000, -0.0152,  0.0003
 86.4100, -0.0152,  0.0001
 86.4200, -0.0152, -0.0000
 86.4300, -0.0152, -0.0002
 86.4400, -0.0152, -0.0003
 86.4500, -0.0152, -0.0005
 86.4600, -0.0151, -0.0006
 86.4700, -0.0151, -0.0008
 86.4800, -0.0150, -0.0009
 86.4900, -0.0149, -0.0011
 86.5000, -0.0148, -0.0012
 86.5100, -0.0147, -0.0014
 86.5200, -0.0146, -0.0015
 86.5300, -0.0144, -0.0016
 86.5400, -0.0142, -0.0018
 86.5500, -0.0141, -0.0019
 86.5600, -0.0139, -0.0021
 86.5700, -0.0137, -0.0022
 86.5800, -0.0134, -0.0023
 86.5900, -0.0132, -0.0024
 86.6000, -0.0130, -0.0026
 86.6100, -0.0127, -0.0027
 86.6200, -0.0124, -0.0028
 86.6300, -0.0122, -0.0029
 86.6400, -0.0119, -0.0031
 86.6500, -0.0116, -0.0032
 86.6600, -0.0112, -0.0033
 86.6700, -0.0109, -0.0034
 86.6800, -0.0106, -0.0035
 86.6900, -0.0102, -0.0036
 86.7000, -0.0099, -0.0037
 86.7100, -0.0095, -0.0038
